Unnamed: 0,project_id,project_name,revision,industry_segment,system_category,quote_date,start_date,dataset_role,include_in_training,stations_count,robot_count,fixture_sets,part_types,servo_axes,pneumatic_devices,safety_doors,weldment_perimeter_ft,fence_length_ft,conveyor_length_ft,product_familiarity_score,product_rigidity,is_product_deformable,is_bulk_product,bulk_rigidity_score,has_tricky_packaging,process_uncertainty_score,changeover_time_min,safety_devices_count,custom_pct,duplicate,has_controls,has_robotics,automation_level,Retrofit,complexity_score_1_5,drawing_count_est,manual_count,validation_reports_count,commissioning_hours,training_hours,support_weeks,plc_family,hmi_family,hmi_size_in,vision_systems_count,vision_type,safety_plc_flag,panel_count,drive_count,i_o_points_est,stations_robot_index,mech_complexity_index,controls_complexity_index,physical_scale_index,log_quoted_materials_cost,total_me_quoted_hours,total_me_original_estimate_hours,total_me_actual_hours,quoted_me10_hours,me10_original_estimate_hours,me10_actual_hours,me10_overrun_pct,quoted_me15_hours,me15_original_estimate_hours,me15_actual_hours,me15_overrun_pct,quoted_ee20_hours,ee20_original_estimate_hours,ee20_actual_hours,ee20_overrun_pct,quoted_pm200_hours,pm200_original_estimate_hours,pm200_actual_hours,pm200_overrun_pct,quoted_doc190_hours,doc190_original_estimate_hours,doc190_actual_hours,doc190_overrun_pct,quoted_bld100_hours,bld100_original_estimate_hours,bld100_actual_hours,bld100_overrun_pct,quoted_shp150_hours,shp150_original_estimate_hours,shp150_actual_hours,shp150_overrun_pct,quoted_rb30_hours,rb30_original_estimate_hours,rb30_actual_hours,rb30_overrun_pct,quoted_cp50_hours,cp50_original_estimate_hours,cp50_actual_hours,cp50_overrun_pct,quoted_me230_hours,me230_original_estimate_hours,me230_actual_hours,me230_overrun_pct,quoted_inst160_hours,inst160_original_estimate_hours,inst160_actual_hours,inst160_overrun_pct,quoted_trv180_hours,trv180_original_estimate_hours,trv180_actual_hours,trv180_overrun_pct,quoted_materials_cost
223,516-24-02,Boston Scientific Depalletizing System,F,Food & Beverage,Machine Tending,2024-08-10T00:00:00.000,2024-09-07T00:00:00.000,actuals,yes,4,0,2,3,2,12,2,0.0,99.460447,0.0,0.86,0.832,1,0,0.0,0,0.761,15,6,0.811094,0,1,1,Robotic,0,4,146,8,2,303,20,0.0,,,,1,Keyence Laser,1,1,3,129,4,11,3.5285,29.8381,12.935756,751.54,645.09,891.12,424.36,526.65,1149.69,1.183025,95.99,84.59,152.76,0.805887,192.83,243.24,597.69,1.457203,240.69,279.16,405.21,0.451533,74.35,60.45,141.5,1.340778,1016.93,1069.18,2688.56,1.5146,60.87,53.11,89.36,0.682546,741.68,836.67,1470.56,0.757634,435.61,559.96,1460.22,1.607722,106.95,125.84,313.66,1.49253,339.97,306,673.54,1.202551,47.87,56.31,155.14,1.755106,414880
224,510-22-03,Honeywell Laser Marking,C,Automotive,Machine Tending,2022-12-20T00:00:00.000,2023-05-07T00:00:00.000,actuals,yes,3,0,6,3,0,9,2,0.0,0.0,0.0,0.255,0.961,0,1,0.672,1,0.837,0,3,0.096555,0,0,0,Semi-Automatic,0,4,92,18,3,169,20,0.5,AB Compact Logix,Siemens Comfort,15.0,0,,0,1,3,177,3,14,3.3044,0.0,11.863108,436.4,483.78,974.53,292.29,288.93,597.67,1.068563,58.55,67.46,149.84,1.221168,93.95,99.86,137.13,0.373223,213.79,250.23,769.57,2.075451,49.9,57.42,120.37,1.096308,234.59,277.92,519.96,0.870898,27.2,24.6,63.61,1.585772,366.3,295.32,903.53,2.059495,230.85,269.73,618.87,1.294406,167.05,182.78,219.82,0.202648,200.98,173,308.25,0.784887,43.44,35.05,57.38,0.63709,141930
225,474-23-01,Cummins Capping Machine,D,Automotive,End of Line Automation,2023-07-07T00:00:00.000,2023-11-14T00:00:00.000,actuals,yes,3,3,2,2,0,1,0,58.095584,0.0,0.0,0.354,0.902,0,0,0.0,0,0.717,0,1,0.425169,1,1,1,Robotic,0,4,235,15,2,400,60,0.0,AB GuardLogix,Siemens Comfort,12.0,0,,1,1,5,253,12,10,2.7413,58.0956,12.76503,724.53,825.14,1464.05,484.41,494.36,630.82,0.276034,76.75,69.42,153.85,1.21622,317.9,391.41,814.47,1.080862,363.71,417.55,822.11,0.96889,88.42,109.71,177.47,0.617628,693.12,655.11,1517.62,1.316588,103.97,92.73,119.13,0.284698,715.2,611.34,628.86,0.028658,0.0,0.0,0.0,,197.84,246.11,318.97,0.296046,402.38,492,854.64,0.737108,62.25,67.28,148.63,1.209126,349770
226,474-24-02,Parker Hannifin Retrofit RZ150,E,Automotive,Metal Finishing,2024-11-10T00:00:00.000,2025-03-02T00:00:00.000,actuals,yes,1,0,7,9,1,1,2,0.0,91.900016,0.0,0.793,0.866,0,0,0.0,0,0.313,0,2,0.421366,0,1,1,Robotic,0,1,82,8,2,136,20,1.0,AB GuardLogix,AB OPTIXPANEL,15.0,2,Matrox GTR5000,1,1,5,172,1,19,2.7722,27.57,12.356961,436.65,453.71,754.81,227.82,185.77,350.55,0.887011,65.14,63.46,126.11,0.987236,150.8,136.16,148.63,0.091583,120.28,152.55,291.76,0.912553,41.72,47.42,62.15,0.310628,241.42,312.42,494.26,0.582037,60.03,52.92,77.4,0.462585,424.87,411.97,819.45,0.989101,221.16,270.14,330.71,0.224217,104.94,103.2,126.25,0.223353,202.0,164,369.33,1.256415,53.31,58.03,173.7,1.993279,232570
227,431-23-01,Dow End-of-Line Packaging,B,Automotive,Machine Tending,2023-09-02T00:00:00.000,2023-11-18T00:00:00.000,actuals,yes,3,0,0,3,0,4,2,0.0,0.0,0.0,0.623,0.942,1,0,0.0,0,0.826,0,3,0.73892,0,0,0,Semi-Automatic,1,3,158,9,2,224,8,0.0,AB Compact Logix,AB PanelView Plus,12.0,0,,1,1,4,313,3,8,2.9816,0.0,12.603709,678.43,778.07,1280.36,408.75,403.55,783.3,0.941023,75.13,96.05,319.96,2.331182,273.68,304.48,690.39,1.26744,264.47,323.93,658.96,1.034267,80.21,101.68,212.48,1.089693,503.2,536.81,1009.3,0.880181,84.27,69.53,179.5,1.581619,447.12,369.74,643.23,0.739682,169.18,162.1,334.77,1.065207,160.52,130.55,210.91,0.61555,270.13,350,997.3,1.85065,40.82,42.1,90.05,1.138955,297660
228,486-24-03,Mars Petcare Robotic Weld Cell,A,Heavy Equipment / Powertrain,Machine Tending,2024-01-30T00:00:00.000,2024-06-04T00:00:00.000,actuals,yes,5,1,2,5,1,1,3,0.0,79.365766,3.031641,0.66,0.847,1,0,0.0,0,0.701,0,4,0.105229,0,1,1,Robotic,0,3,172,15,2,327,8,1.0,,,,1,Cognex 3D,1,1,1,264,8,16,3.1795,24.4161,11.612533,869.99,893.34,1465.2,418.61,350.62,710.02,1.025041,106.63,102.13,178.86,0.751297,343.2,354.78,615.96,0.736175,260.07,318.81,505.62,0.58596,120.39,151.75,282.39,0.86089,950.86,1228.86,1331.98,0.083915,124.98,119.99,178.57,0.488207,294.42,344.95,750.84,1.176663,274.78,279.69,520.85,0.86224,358.23,385.07,479.19,0.244423,286.76,258,136.99,-0.469894,98.54,106.41,180.64,0.697585,110470
229,467-25-02,Harley-Davidson Vision Inspection,E,Automotive,Machine Tending,2025-04-20T00:00:00.000,2025-07-06T00:00:00.000,actuals,yes,3,0,0,7,0,15,2,0.0,0.0,0.0,0.86,0.78,0,1,0.814,0,0.281,0,2,0.811035,0,1,1,Robotic,0,3,125,8,2,91,40,0.5,Siemens S7-1500,AB OPTIXPANEL,15.0,0,,1,1,3,224,3,12,2.7988,0.0,12.326583,445.26,502.3,1390.93,231.95,236.26,452.68,0.916025,69.31,77.62,144.07,0.856094,123.3,106.66,120.59,0.130602,170.03,171.87,379.84,1.210042,49.17,54.85,110.41,1.012944,442.2,568.8,1226.0,1.155415,66.08,72.7,102.31,0.40729,245.93,249.41,309.11,0.239365,145.09,161.49,227.98,0.411728,110.69,93.48,144.08,0.541292,167.87,178,391.27,1.19864,50.97,63.88,146.85,1.298842,225610
230,445-25-02,Ford Assembly Cell,C,Food & Beverage,End of Line Automation,2025-03-13T00:00:00.000,2025-03-23T00:00:00.000,actuals,yes,8,1,1,3,0,8,5,40.507896,25.87088,0.0,0.859,0.591,0,0,0.0,0,0.579,240,8,0.916567,1,1,1,Robotic,1,4,195,15,2,319,0,0.5,Keyence,AB OPTIXPANEL,15.0,0,,1,5,6,331,11,18,4.6538,48.2692,12.980324,783.2,674.35,1261.99,371.33,446.88,677.74,0.516604,98.18,115.94,175.39,0.512765,304.71,255.83,621.23,1.428292,291.68,276.31,203.83,-0.262314,80.89,92.15,89.07,-0.033424,1055.03,1179.92,1786.9,0.514425,83.08,96.77,166.79,0.723571,506.39,460.3,821.57,0.784858,0.0,0.0,0.0,,196.0,208.13,359.59,0.727718,238.71,253,621.85,1.455188,74.44,70.54,136.8,0.939325,433790
231,462-24-03,Harley-Davidson Laser Marking,D,General Industry,End of Line Automation,2024-02-25T00:00:00.000,2024-07-25T00:00:00.000,actuals,yes,5,0,3,4,2,7,1,24.572509,0.0,87.944387,0.122,0.888,0,0,0.0,0,0.551,30,4,0.307551,0,1,1,Robotic,0,3,176,8,2,158,60,0.0,,,,0,,1,1,4,178,5,13,2.5381,42.1614,12.277274,247.44,258.38,456.36,113.47,109.79,155.06,0.412333,35.85,35.65,44.39,0.245161,87.44,97.56,208.2,1.134071,68.57,87.6,152.16,0.736986,27.97,27.81,27.65,-0.005753,363.02,391.13,461.42,0.17971,17.15,19.63,19.27,-0.018339,0.0,0.0,0.0,,101.23,119.27,252.68,1.118555,70.63,70.68,124.98,0.768251,74.67,84,153.52,0.831981,26.68,32.1,53.81,0.676324,214760
232,509-25-02,GE Appliances Kitting Cell,B,Pharmaceutical / Medical Device,End of Line Automation,2025-08-09T00:00:00.000,2025-08-20T00:00:00.000,actuals,yes,6,2,2,1,1,14,1,19.447281,0.0,26.501629,0.275,0.825,1,0,0.0,0,0.809,20,1,0.960208,1,1,1,Robotic,0,5,281,15,2,363,72,3.5,AB Compact Logix,AB PanelView Plus,12.0,0,,0,6,4,273,12,12,4.6889,24.7476,12.745345,828.81,720.21,1647.88,479.94,589.31,961.22,0.631094,121.28,139.37,227.21,0.630265,280.34,312.45,671.58,1.1494,386.38,324.53,518.69,0.598281,87.63,109.21,162.63,0.489149,548.3,555.95,1166.28,1.097815,118.87,137.89,224.72,0.629705,942.76,760.99,880.89,0.157558,0.0,0.0,0.0,,117.54,108.95,155.37,0.426067,407.38,518,1099.07,1.121839,54.8,50.53,135.45,1.680586,342950
233,499-25-01,Masco CNC Tending,C,Automotive,Machine Tending,2025-01-28T00:00:00.000,2025-02-15T00:00:00.000,actuals,yes,3,0,4,1,1,3,1,0.0,0.0,0.0,0.192,0.958,0,0,0.0,0,0.63,0,3,0.313659,0,1,1,Robotic,0,3,133,8,2,393,40,0.5,AB GuardLogix,AB OPTIXPANEL,10.0,0,,0,1,3,106,3,9,2.1181,0.0,13.330141,737.19,736.52,1686.84,469.48,451.14,524.45,0.162499,81.81,88.74,175.37,0.976223,233.51,245.33,332.19,0.354054,257.36,272.08,778.88,1.862687,78.06,101.21,169.19,0.671673,1089.34,990.63,1266.58,0.27856,55.3,69.81,90.74,0.299814,379.24,391.38,1106.08,1.826103,249.6,268.72,492.11,0.831311,270.38,291.65,461.51,0.58241,287.27,371,772.15,1.079977,77.15,85.42,92.73,0.085577,615470
234,420-24-01,Harley-Davidson Trolley Loading,H,Automotive,Machine Tending,2024-12-26T00:00:00.000,2025-04-17T00:00:00.000,actuals,yes,3,1,0,2,2,18,1,0.0,0.0,5.775695,0.581,0.802,1,0,0.0,0,0.318,120,3,0.175749,1,0,1,Robotic,0,3,126,8,2,263,0,1.5,Omron NX1P,AB PanelView Plus,15.0,0,,1,5,2,177,6,7,3.3035,1.1551,12.704924,616.95,630.73,1278.71,389.59,354.6,483.95,0.364777,80.11,71.86,91.51,0.273448,247.3,290.53,377.06,0.297835,275.79,227.83,340.09,0.492736,85.48,90.62,90.04,-0.0064,316.27,344.21,531.44,0.543941,47.91,43.25,39.51,-0.086474,216.99,265.51,671.09,1.527551,0.0,0.0,0.0,,124.23,114.96,163.42,0.421538,327.08,406,307.49,-0.243232,38.44,42.42,91.25,1.151108,329370
235,458-22-03,Cummins Machine Tending,D,Heavy Equipment / Powertrain,Machine Tending,2022-11-03T00:00:00.000,2023-04-12T00:00:00.000,actuals,yes,11,1,2,17,1,1,0,0.0,59.073071,96.166071,0.452,0.682,1,0,0.0,0,0.427,0,2,0.980811,0,1,1,Robotic,0,4,309,18,2,461,8,1.0,AB Compact Logix,AB OPTIXPANEL,15.0,1,Keyence IV3,1,6,4,331,14,31,4.3738,36.9551,13.542924,813.98,928.91,1934.03,518.29,487.09,904.88,0.857726,106.74,112.92,236.01,1.090064,298.53,374.51,970.76,1.59208,278.94,325.11,1050.83,2.232229,82.33,90.8,245.56,1.704405,999.28,1004.59,2959.34,1.945819,46.97,49.73,121.41,1.441383,652.53,618.19,807.4,0.306071,226.12,227.81,485.09,1.129362,214.69,178.19,394.94,1.216398,385.32,439,934.36,1.126155,68.54,59.64,148.01,1.481724,761410
236,513-25-03,Mars Petcare Vision Inspection,B,Heavy Equipment / Powertrain,Engineered Manufacturing Systems,2025-06-25T00:00:00.000,2025-08-07T00:00:00.000,actuals,yes,7,2,13,1,0,6,2,22.148184,0.0,37.02923,0.67,0.854,1,1,0.694,0,0.78,0,2,0.905811,0,1,1,Robotic,0,4,200,8,2,289,40,0.5,AB Compact Logix,Keyence,12.0,2,Keyence CV-X,1,1,3,296,13,25,4.1306,29.554,13.414491,786.7,795.67,1727.57,445.24,486.07,692.06,0.423787,92.71,78.09,187.73,1.404021,263.98,281.76,598.74,1.125,410.74,525.03,1106.3,1.107118,85.72,110.36,197.93,0.793494,565.66,534.66,935.09,0.748943,106.1,104.9,299.57,1.855767,596.44,761.17,1069.13,0.404588,188.63,213.3,376.42,0.764744,135.31,137.5,341.81,1.485891,449.55,399,855.97,1.143301,48.96,61.5,101.67,0.653171,669640
237,467-24-02,Honeywell Palletizer,E,Consumer Goods (Pet Products),Machine Tending,2024-11-08T00:00:00.000,2025-01-04T00:00:00.000,actuals,yes,1,1,4,1,2,5,2,0.0,0.0,0.0,0.753,0.644,0,0,0.0,1,0.312,30,6,0.413532,0,0,1,Robotic,0,3,98,9,3,22,8,0.5,AB GuardLogix,AB PanelView Plus,10.0,0,,1,2,2,159,4,9,2.8548,0.0,13.198327,465.85,478.54,658.72,271.3,292.88,552.73,0.887223,60.67,59.1,77.5,0.311337,185.02,175.48,418.43,1.384488,155.09,136.73,258.25,0.888759,64.27,74.32,129.9,0.747847,471.19,546.7,1305.38,1.387745,48.84,44.83,47.6,0.061789,287.81,239.86,220.37,-0.081256,136.03,162.51,303.72,0.868931,171.42,200.09,327.45,0.636514,279.86,257,428.95,0.669326,39.51,32.76,72.33,1.207875,539460
238,471-22-01,Honeywell CNC Tending,A,Pharmaceutical / Medical Device,Engineered Manufacturing Systems,2022-08-04T00:00:00.000,2022-09-21T00:00:00.000,actuals,yes,7,3,0,1,0,12,2,8.365286,0.0,0.0,0.168,0.594,0,0,0.0,0,0.416,0,1,0.16243,0,1,1,Robotic,0,4,229,18,2,339,60,0.0,AB Compact Logix,AB OPTIXPANEL,12.0,2,Cognex 3D,0,2,6,302,16,13,4.7612,8.3653,12.85679,936.84,1060.24,1397.62,412.09,356.37,359.17,0.007857,96.17,89.5,158.68,0.772961,409.23,526.89,620.66,0.177969,390.9,385.83,932.12,1.415883,79.74,64.16,58.07,-0.094919,841.82,681.13,1192.78,0.751178,82.44,107.02,262.91,1.456644,0.0,0.0,0.0,,0.0,0.0,0.0,,225.07,218.7,373.94,0.709831,531.24,673,1533.84,1.279413,123.63,126.38,248.52,0.96645,383380
239,445-25-01,Mars Petcare Deburring Cell,A,Automotive,Machine Tending,2025-04-15T00:00:00.000,2025-09-14T00:00:00.000,actuals,yes,4,1,3,1,0,2,2,0.0,0.0,22.74243,0.718,0.826,0,1,0.659,0,0.374,20,2,0.921896,0,1,1,Robotic,0,3,151,18,2,268,72,1.5,,,,0,,1,5,1,147,7,11,3.9214,4.5485,12.330202,698.01,780.58,1395.69,414.87,395.12,1238.92,2.135554,72.07,59.11,103.39,0.749112,142.96,141.51,341.13,1.410642,221.47,191.24,236.17,0.23494,76.73,65.23,157.75,1.418366,487.54,549.86,1235.31,1.24659,96.88,98.39,208.77,1.121862,595.49,579.92,779.57,0.344272,0.0,0.0,0.0,,119.85,124.97,292.16,1.337841,210.62,218,469.99,1.152166,55.49,50.18,98.78,0.968513,226430
240,474-25-02,Siemens Plant Full Line Automation,D,Food & Beverage,Engineered Manufacturing Systems,2025-05-31T00:00:00.000,2025-09-08T00:00:00.000,actuals,yes,9,3,9,6,2,19,4,29.766119,0.0,20.971908,0.929,0.467,0,0,0.0,0,0.511,0,5,0.929111,1,1,1,Robotic,0,5,315,9,2,383,72,3.5,AB Compact Logix,AB YW0,10.0,0,,1,1,2,278,18,31,2.9769,33.9605,14.127094,696.83,789.76,2195.77,402.9,402.56,451.27,0.121001,74.15,80.04,163.16,1.038481,279.21,282.15,375.0,0.32908,260.83,288.75,383.8,0.329177,82.03,106.44,125.01,0.174464,777.44,686.85,912.23,0.328136,94.74,81.28,217.1,1.671014,292.83,348.74,750.63,1.152406,198.14,174.12,271.32,0.558236,119.49,107.49,237.3,1.207647,435.09,451,735.29,0.630716,83.38,72.27,75.26,0.041373,1365590
241,428-22-01,GE Appliances Retrofit X7,D,General Industry,End of Line Automation,2022-11-18T00:00:00.000,2023-03-27T00:00:00.000,actuals,yes,1,3,1,5,0,6,3,0.0,0.0,0.0,0.722,0.911,0,0,0.0,0,0.586,15,3,0.949264,0,1,1,Robotic,0,4,115,8,2,190,60,1.0,Siemens S7-1500,AB PanelView Plus,15.0,0,,1,5,5,222,10,13,4.099,0.0,13.665156,863.28,740.5,1468.83,554.39,667.23,1418.25,1.125579,136.25,127.0,252.04,0.984567,353.87,325.12,203.31,-0.374662,274.73,254.47,1061.64,3.171965,132.63,121.87,242.91,0.993189,805.41,677.78,1333.1,0.966862,81.67,99.07,135.91,0.371858,713.2,689.22,1928.87,1.798627,333.62,350.29,819.74,1.340175,335.08,365.5,712.86,0.950369,431.25,416,1060.54,1.552443,83.51,78.97,223.79,1.833861,860400
242,450-23-01,Emerson Palletizer,A,General Industry,Engineered Manufacturing Systems,2023-05-23T00:00:00.000,2023-06-18T00:00:00.000,actuals,yes,3,2,0,1,2,10,3,58.380865,110.832115,0.0,0.638,0.862,0,0,0.0,1,0.619,0,3,0.766343,1,1,1,Robotic,0,4,176,8,3,67,72,2.0,,,,1,Keyence Laser,1,1,3,251,9,9,3.6397,91.6305,13.554535,707.84,616.73,481.51,368.82,445.98,850.61,0.907283,98.08,82.52,170.92,1.071255,314.78,338.71,485.03,0.431992,353.94,442.76,1257.6,1.840365,60.05,68.68,97.58,0.420792,748.21,913.64,1025.6,0.122543,88.53,82.42,194.94,1.365203,526.27,494.99,717.68,0.449888,0.0,0.0,0.0,,203.65,259.63,341.59,0.31568,369.94,389,1007.32,1.590377,43.75,47.69,114.57,1.40239,770300
243,518-25-03,Eaton End-of-Line Packaging,G,Aerospace / Precision Machining,Machine Tending,2025-08-07T00:00:00.000,2025-12-04T00:00:00.000,actuals,yes,5,0,3,9,0,7,1,33.773862,0.0,69.429913,0.958,0.872,0,0,0.0,0,0.617,0,2,0.13331,0,0,1,Robotic,0,4,124,8,3,280,60,1.0,,,,0,,1,6,7,187,5,18,4.8076,47.6598,13.478081,632.49,610.73,1051.13,402.99,402.86,971.09,1.41049,78.06,85.82,79.82,-0.069914,191.86,238.0,549.78,1.31,200.24,238.35,455.66,0.911726,83.46,94.91,108.36,0.141713,543.99,561.99,912.21,0.623178,49.23,57.27,42.69,-0.254584,521.43,571.8,953.0,0.666667,179.26,168.88,234.39,0.387909,222.97,249.93,944.55,2.779258,277.8,236,267.15,0.132759,57.06,70.12,88.8,0.2664,713600
244,505-24-01,Stellantis Deburring Cell,A,General Industry,Machine Tending,2024-12-29T00:00:00.000,2025-05-10T00:00:00.000,actuals,yes,2,1,7,1,0,1,0,0.0,0.0,0.0,0.664,0.848,0,0,0.0,0,0.517,0,2,0.934848,0,1,1,Robotic,0,3,145,8,2,208,40,0.5,,,,1,Cognex 3D,1,5,2,104,5,11,4.1781,0.0,12.910757,319.77,344.69,554.37,159.02,187.27,419.54,1.240295,36.65,45.55,104.17,1.286937,99.61,81.46,182.63,1.241959,162.72,152.87,258.49,0.690914,35.34,31.81,97.68,2.070732,258.91,259.7,456.52,0.757874,22.95,21.57,65.83,2.051924,223.68,277.42,732.36,1.639896,100.03,120.11,247.87,1.063692,127.7,120.55,173.64,0.440398,134.4,133,274.96,1.0747,38.66,32.0,62.54,0.954375,404640
245,515-22-02,Polaris Capping Machine,H,Consumer Goods (Industrial Markers),Machine Tending,2022-12-06T00:00:00.000,2023-04-18T00:00:00.000,actuals,yes,9,0,2,5,0,27,3,0.0,79.164748,42.343088,0.716,0.947,0,0,0.0,0,0.718,0,7,0.05,1,1,0,Hard Automation,0,5,209,8,2,346,8,0.0,,,,0,,1,5,1,121,9,19,4.1899,32.218,13.309867,639.76,692.87,1164.8,276.98,303.09,539.72,0.780725,63.89,53.34,109.04,1.044244,190.03,234.15,547.02,1.336195,173.45,196.92,393.39,0.997715,72.09,65.59,148.69,1.266961,424.7,459.94,849.31,0.846567,35.06,34.19,45.57,0.332846,591.98,741.12,1342.95,0.812055,337.7,340.84,288.29,-0.154178,155.57,195.56,266.33,0.361884,281.19,352,394.56,0.119891,81.03,75.91,134.51,0.771967,603120
246,453-23-03,Medtronic Baffle Roller,C,Chemicals / Industrial Packaging,Machine Tending,2023-11-01T00:00:00.000,2023-12-22T00:00:00.000,actuals,yes,4,0,5,1,0,6,3,62.647675,18.693632,77.290446,0.661,0.923,1,1,0.572,0,0.78,0,4,0.816311,0,1,1,Robotic,0,3,95,18,2,307,0,0.0,Keyence,Keyence,12.0,0,,1,1,4,247,4,13,2.7725,83.7139,12.787939,592.97,628.64,1251.56,374.73,417.62,1176.89,1.818088,72.26,68.58,152.83,1.228492,248.38,280.54,540.16,0.92543,310.21,258.26,430.74,0.667854,81.18,80.05,161.95,1.023111,616.72,638.34,814.09,0.275323,84.77,83.35,131.12,0.573125,650.74,598.95,919.83,0.535738,216.49,244.49,615.07,1.515727,216.26,193.98,449.97,1.319672,324.21,326,672.74,1.061722,52.59,67.14,155.25,1.312332,357870
247,439-22-03,BorgWarner Palletizer,B,Automotive,End of Line Automation,2022-12-18T00:00:00.000,2023-01-01T00:00:00.000,actuals,yes,1,0,0,3,2,2,1,0.0,7.268206,0.0,0.914,0.555,0,0,0.0,0,0.654,0,2,0.290634,0,0,1,Robotic,1,3,53,9,2,136,8,0.0,AB Compact Logix,Omron NA5,10.0,0,,1,1,3,144,1,5,3.3384,2.1805,14.588931,571.05,581.36,1046.75,301.1,349.31,732.97,1.098337,59.44,74.39,137.68,0.850786,163.35,204.73,272.33,0.330191,245.29,229.48,403.24,0.75719,61.75,61.76,148.69,1.407545,417.64,534.32,752.12,0.407621,53.82,69.04,77.8,0.126883,274.99,336.44,668.05,0.985644,337.95,324.55,506.75,0.561393,117.07,144.02,375.21,1.605263,304.28,288,709.78,1.464599,50.65,65.33,179.14,1.742079,2167170
248,498-22-02,Polaris CNC Tending,B,Pharmaceutical / Medical Device,Machine Tending,2022-06-21T00:00:00.000,2022-11-15T00:00:00.000,actuals,yes,2,1,5,1,2,6,1,0.0,24.506855,0.0,0.672,0.657,0,0,0.0,0,0.351,0,1,0.78934,0,1,1,Robotic,0,3,104,8,2,283,8,2.0,AB GuardLogix,AB PanelView Plus,10.0,1,Matrox GTR5000,0,2,5,277,5,10,3.3836,7.3521,13.453521,451.89,494.81,1476.16,215.82,229.2,327.38,0.42836,60.26,65.86,135.21,1.052991,178.15,221.56,422.63,0.907519,208.77,199.24,495.53,1.487101,59.76,65.57,90.3,0.377154,384.75,435.79,623.51,0.430758,51.72,57.11,67.9,0.188934,0.0,0.0,0.0,,167.35,179.24,269.39,0.502957,114.56,139.78,146.79,0.05015,229.02,273,785.3,1.873609,30.39,36.38,60.49,0.662727,696290
249,507-24-03,Weldon Retrofit X7,D,Food & Beverage,Machine Tending,2024-09-30T00:00:00.000,2025-03-03T00:00:00.000,actuals,yes,5,1,3,7,0,6,3,0.0,0.0,0.0,0.755,0.808,0,0,0.0,0,0.67,0,3,0.708163,0,1,1,Robotic,0,4,147,8,2,290,20,1.0,,,,1,Keyence CV-X,1,1,5,232,8,19,3.4776,0.0,13.629047,639.57,661.91,1437.07,360.02,292.63,698.74,1.387793,63.56,58.49,94.73,0.619593,183.17,209.06,283.5,0.35607,332.3,282.58,480.91,0.701854,72.64,87.78,175.22,0.996127,834.05,700.41,1518.49,1.168002,45.84,37.79,76.87,1.034136,666.75,790.73,1389.61,0.757376,201.37,239.48,426.71,0.781819,145.53,179.04,360.11,1.011338,395.93,324,472.17,0.456146,47.01,40.98,71.93,0.755246,829890
250,449-25-02,John Deere Assembly Cell,B,General Industry,End of Line Automation,2025-03-13T00:00:00.000,2025-08-30T00:00:00.000,actuals,yes,4,1,0,7,0,5,3,20.076097,0.0,0.0,0.55,0.933,0,0,0.0,0,0.961,20,2,0.926893,1,1,1,Robotic,0,3,169,8,3,223,40,1.0,AB Compact Logix,Omron NA5,12.0,2,Cognex Insight,1,2,2,291,7,15,3.8937,20.0761,13.544777,835.83,872.35,1589.38,443.81,500.92,737.28,0.471852,111.29,132.82,300.46,1.262159,194.33,208.11,598.16,1.874249,291.41,275.18,278.83,0.013264,72.59,92.97,221.63,1.383887,1074.54,1226.11,3012.45,1.456917,82.38,71.32,127.14,0.78267,0.0,0.0,0.0,,205.35,179.94,420.92,1.339224,321.08,329.98,949.59,1.87772,453.21,396,786.55,0.983733,66.25,76.99,110.16,0.430835,762820
251,509-25-02,Weldon Assembly Cell,B,Chemicals / Industrial Packaging,Machine Tending,2025-04-18T00:00:00.000,2025-05-31T00:00:00.000,actuals,yes,5,1,1,1,1,23,2,0.0,0.0,29.846717,0.823,0.788,0,0,0.0,0,0.354,0,3,0.460758,0,1,1,Robotic,0,4,202,8,2,212,72,0.5,AB Compact Logix,Siemens Comfort,12.0,0,,1,1,6,171,8,10,2.5977,5.9693,13.440614,1029.1,1047.69,932.03,481.85,535.18,1027.31,0.91956,103.9,120.11,230.1,0.915744,215.43,217.94,569.71,1.614068,442.2,418.84,972.6,1.322128,102.65,124.69,214.02,0.716417,988.5,1039.1,2893.25,1.784381,62.71,65.8,115.53,0.755775,617.68,571.27,1057.56,0.851244,555.2,686.44,1405.52,1.04755,222.44,180.39,319.09,0.76889,288.03,328,544.35,0.657683,135.53,135.31,328.4,1.427019,687360
252,435-22-02,Allison Trolley Loading,E,Consumer Goods (Industrial Markers),Machine Tending,2022-10-19T00:00:00.000,2023-04-01T00:00:00.000,actuals,yes,5,1,3,5,1,9,1,0.0,93.449224,0.0,0.843,0.933,1,1,0.565,0,0.181,0,4,0.572904,0,1,1,Robotic,0,4,194,15,2,330,0,1.0,AB Compact Logix,AB PanelView Plus,12.0,0,,1,1,2,230,8,15,3.2398,28.0348,13.748232,586.03,538.55,964.39,271.29,245.61,510.63,1.079028,59.79,60.48,64.22,0.061839,167.98,152.24,337.02,1.213741,308.58,348.17,203.16,-0.416492,78.55,65.33,108.39,0.659115,609.54,719.11,998.47,0.38848,35.84,37.77,86.58,1.292295,577.07,682.15,1951.91,1.861409,320.02,367.36,666.43,0.814106,115.46,96.39,170.5,0.768856,269.49,249,599.81,1.408779,66.63,85.35,35.01,-0.589807,934930
